BKG_NO,BKG_DT,BKG_SHPR_CST_NO,BKG_SHPR_CST_ENM,ACT_SHPR_CST_ENM,POR_PLC_CD,POL_PORT_CD,POD_PORT_CD,DLY_PLC_CD,FRT_PNC_CD,TEU
SG00262138,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,SCHENKER SINGAPORE PTE LTD,SIN,SIN,HUA,HUA,P,1
SG00262058,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Shell Eastern Petroleum (Pte) Ltd,SIN,SIN,MAA,MAA,P,1
SG00262081,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,SHELL CHEMICAL,SIN,SIN,MAA,MAA,P,1
SG00262053,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Shell Eastern Petroleum (Pte) Ltd,SIN,SIN,MAA,MAA,P,2
SG00262060,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,SCHENKER SINGAPORE,SIN,SIN,NSA,NSA,P,3
SG00262128,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,SHELL CHEMICAL,SIN,SIN,NSA,NSA,P,10
SG00262129,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,SHELL CHEMICAL,SIN,SIN,NSA,NSA,P,10
SG00262130,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Schenker Singapore (Pte) Ltd,SIN,SIN,SHA,SHA,P,2
SG00262109,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Teknor Apex Asia Pacific,SIN,SIN,SHA,SHA,P,1
SG00262133,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Schenker Singapore (Pte) Ltd,SIN,SIN,SHA,SHA,P,4
SG00262066,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Schenker Singapore (Pte) Ltd,SIN,SIN,SHA,SHA,P,1
SG00262096,20200102,SSPS25,SCHENKER SINGAPORE (PTE) LTD,Schenker Singapore (Pte) Ltd,SIN,SIN,SHK,SHK,P,1
IN00236505,20200102,ST01,ST JOHN FREIGHT,KANNAN FIBRE INDUSTRIES,VTZ,VTZ,SHA,SHA,P,16
IN00236458,20200102,ST0116,ST JOHN FREIGHT STSTEMS,ST JOHN FREIGHT SYSTEMS LTD,MOB,MUN,PNC,PNC,P,1
IN00236508,20200102,ST0117,SEATRANS AGENCIES PVT.LTD.,VINAYAKA MICRONS(INDIA)PVT LTD,DRI,MUN,PNC,PNC,P,10
MY00375850,20200102,STAM01,SRI TRANG AGRO-INDUSTRY PUBLIC CO., LTD,SRITRANG AGRO,PEN,PEN,KAN,KAN,C,6
MY00375886,20200102,STAR18,STAR CONCORD LOGISTICS SDN BHD,STAR CONCORD LOGISTICS SDN BHD,PKG,PKG,SHA,SHA,P,1
VN00519062,20200102,STCV06,SONG TAN LOGISTICS JSC,,SGN,SGN,BKK,BKK,P,2
VN00519232,20200102,STCV06,SONG TAN LOGISTICS JSC,,SGN,SGN,LCH,LCH,P,1
HK01069598,20200102,STGZ01,SINOTRANS GUANGDONG INTERNATIONAL FORWARDING CO.,LTD GUANGHZOU BRANCH,SINOTRANS SOUTH CHINA CO., LTD,JIU,JIU,KNZ,KNZ,P,4
MY00375913,20200102,STSM06,SHIPCO TRANSPORT SDN BHD,GREEN & NATURAL,PKG,PKG,HUA,HUA,P,1
MY00375926,20200102,STSM06,SHIPCO TRANSPORT SDN BHD,GREEN & NATURAL,PKG,PKG,PUS,PUS,P,1
TH00555410,20200102,SUNR00,SUNRISE LOGIX (THAILAND) CO.,LTD.,MOTORHOME ,LCH,LCH,TKS,TKS,P,2
VN00519224,20200102,SVCV06,SEBANG VINA CO., LTD,,HPH,HPH,INC,INC,P,1
VN00519225,20200102,SVCV06,SEBANG VINA CO., LTD,,HPH,HPH,INC,INC,P,2
VN00519285,20200102,SVCV06,SEBANG VINA CO., LTD,,HPH,HPH,PUS,PUS,C,6
VN00519298,20200102,SVIV03,SAO VIET INTERNATIONAL TRADING CO.,LTD,,HPH,HPH,MAA,MAA,P,1
IN00236498,20200102,SW0003,SHREENATHJI WORLDWIDE PRIVATE LTD,GLOSSY IMPEX PRIVATE LIMITED,MUN,MUN,TAO,TAO,P,22
IN00236497,20200102,SW0003,SHREENATHJI WORLDWIDE PRIVATE LTD,SHIV SHAKTI GINNING AND PRESSING PVT.LTD.,MUN,MUN,TAO,TAO,P,36
IN00236484,20200102,SW0003,SHREENATHJI WORLDWIDE PRIVATE LTD,GLOSSY IMPEX PRIVATE LIMITED,MUN,MUN,TAO,TAO,P,36
VN00519233,20200102,SWLV01,SCANWELL LOGISTICS VIETNAM,,SGN,SGN,SHK,SHK,P,2
VN00519393,20200102,SWVV01,SONGWOL VINA JOINT STOCK COMPANY.,,SGN,SGN,PUS,PUS,C,2
VN00519395,20200102,SWVV01,SONGWOL VINA JOINT STOCK COMPANY.,,SGN,SGN,PUS,PUS,C,2
VN00519267,20200102,TAFV02,TRI - ALLIANCE FREIGHT SERVICES CO., LTD,,SGN,SGN,LCH,LCH,P,2
IN00236547,20200102,TEAM00,TEAMGLOBAL LOGISTICS PVT LTD.,TEAMGLOBAL LOGISTICS PVT LTD,NSA,NSA,PNC,PNC,P,2
HK01069566,20200102,TEHH07,TRANSWAYS LOGISTICS INTERNATIONAL (HK) LTD,TRANSWAYS LOGISTICS INT'L LTD,HKG,HKG,INC,INC,C,2
TH00555489,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER (THAILAND),BKK,BKK,IYM,IYM,C,1
TH00555317,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN (THAILAND),BKK,BKK,KNZ,KNZ,C,2
TH00555354,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER,BKK,BKK,KNZ,KNZ,C,2
TH00555309,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER (THAILAND),BKK,BKK,KNZ,KNZ,C,4
TH00555311,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN (THAILAND),BKK,BKK,KNZ,KNZ,C,6
TH00555325,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN (THAILAND),BKK,BKK,KNZ,KNZ,C,6
TH00555351,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER (THAILAND),BKK,BKK,KNZ,KNZ,C,4
TH00555315,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN (THAILAND),BKK,BKK,KNZ,KNZ,C,2
TH00555356,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER,BKK,BKK,NTG,NTG,P,1
TH00555357,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER,BKK,BKK,NTG,NTG,P,1
TH00555361,20200102,TEI01T,TEIJIN POLYESTER (THAILAND) LIMITED,TEIJIN POLYESTER,BKK,BKK,SKT,SKT,C,2
HK01069460,20200102,TGLH10,TGL SHANGHAI CO.,LTD.-SHENZHEN BRANCH,TGL,HWN,HWN,PUS,PUS,C,2
TH00555287,20200102,THA31T,THAI POLYACETAL CO.,LTD.,THAI POLYCARBONATE CO.,LTD.,LCH,LCH,SHK,SHK,P,3
TH00555294,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK PUBLIC CO.,LTD.  ,BKK,BKK,SGN,SGN,P,2
TH00555483,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK PUBLIC CO.,LTD.  ,BKK,BKK,SGN,SGN,P,2
TH00555493,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK PUBLIC CO.,LTD.  ,BKK,BKK,SGN,SGN,P,16
TH00555485,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK PUBLIC CO.,LTD.  ,BKK,BKK,SGN,SGN,P,20
TH00555514,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,3
TH00555503,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,4
TH00555516,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555519,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555499,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555501,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555523,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555511,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,4
TH00555513,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555502,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,3
TH00555510,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,1
TH00555506,20200102,THA74T,BIRLA CARBON (THAILAND) PUBLIC CO .,LTD,THAI CARBON BLACK,BKK,BKK,UKB,UKB,P,2
VN00519370,20200102,THHV14,THAMI SHIPPING AND AIRFREIGHT CORP. - HCM OFFICE,,HPH,HPH,YOK,YOK,P,1
TH00555303,20200102,THW05T,THE WORLD PACKING AND TRANSPORT CO.,LTD.,THAI MITSUI SPECIALTY CHEMICAL,LCH,LCH,SHA,SHA,P,1
MY00375805,20200102,TILM06,TIC LOGISTICS (M) SDN BHD,ANSELL (KULIM) SDN BHD (57285X,PEN,PEN,JEA,JEA,P,1
MY00375808,20200102,TITA02,TITAN LOGISTICS (M) SDN BHD,GETAH,PKG,PKG,HUA,HUA,P,1
MY00375824,20200102,TITA02,TITAN LOGISTICS (M) SDN BHD,GETAH,PKG,PKG,SHA,SHA,P,1
MY00375901,20200102,TITA02,TITAN LOGISTICS (M) SDN BHD,GETAH,PKG,PKG,SHA,SHA,P,1
MY00375804,20200102,TITA02,TITAN LOGISTICS (M) SDN BHD,GETAH,PKG,PKG,SHA,SHA,P,2
IN00236455,20200102,TK1201,TULSIDAS KHIMJI PVT LTD,AKSHARCHEM IND,AMD,MUN,LUU,LUU,P,2
IN00236460,20200102,TL1202,TEAMGLOBAL LOGISTICS PVT LTD,TEAMGLOBAL LOGISTICS PVT LTD,AMD,MUN,PNC,PNC,P,1
IN00236534,20200102,TL1210,TEAMLEADER LOGISTICS PVT LTD,TEAM LEADER LOGISTICS PVT. LTD,AMD,MUN,SIN,SIN,P,2
VN00519214,20200102,TMCV03,THAMI SHIPPING & AIRFREIGHT CORP,,SGN,SGN,JKT,JKT,P,1
VN00519349,20200102,TMCV03,THAMI SHIPPING & AIRFREIGHT CORP,,SGN,SGN,PUS,PUS,P,2
VN00519226,20200102,TMCV03,THAMI SHIPPING & AIRFREIGHT CORP,,SGN,SGN,TYO,TYO,P,1
ID00588896,20200102,TMII09,PT.TRANSLINDO MALAKA EXPRESS,PT. MUSIM MAS,BLW,BLW,INC,INC,P,15
ID00588899,20200102,TMII09,PT.TRANSLINDO MALAKA EXPRESS,PT. MUSIM MAS,BLW,BLW,INC,INC,P,15
ID00588900,20200102,TMII09,PT.TRANSLINDO MALAKA EXPRESS,PT. MUSIM MAS,BLW,BLW,INC,INC,P,15
MY00375809,20200102,TMSM02,TRI-MODE SYSTEM (M) BERHAD,ZIRCOSIL,PKG,PKG,PUS,PUS,P,1
MY00375810,20200102,TMSM02,TRI-MODE SYSTEM (M) BERHAD,ZIRCOSIL (MALAYSIA) SDN BHD,PKG,PKG,PUS,PUS,P,1
VN00519040,20200102,TNCV19,TNC LOGISTICS ,,SGN,SGN,PUS,PUS,P,2
SG00262085,20200102,TPCS02,THE POLYOLEFIN COMPANY (S) PTE LTD,TPC,SIN,SIN,JKT,JKT,P,2
IN00236450,20200102,TR0005,TAURUS LINES PVT. LTD.,DORF KETAL CHEMICALS INDIA PVT,MUN,MUN,PNC,PNC,P,1
VN00519279,20200102,TRAV23,TRANCY DISTRIBUTION (VIET NAM),TRANCY,SGN,SGN,TYO,TYO,P,4
MY00375861,20200102,TRCM01,TRANCY LOGISTIC (M) SDN BHD,NEGM,PKG,PKG,INC,INC,P,2
TH00555305,20200102,TRGJ00,TORAY GROUP,THAI TORAY,BKK,BKK,HKG,HKG,P,3
TH00555497,20200102,TRUE02,TRUE MARINE CO.,LTD.,THANTAWAN INDUSTRY,LKB,LCH,TYO,TYO,P,1
VN00519359,20200102,TRUV02,TRUC PHUONG NORTHERN LOGISTICS COMPANY LIMITED,,HPH,HPH,TMK,TMK,P,36
VN00519071,20200102,TSCV04,TAINAN SPINNING CO., LTD. (VIETNAM),,SGN,SGN,INC,INC,P,2
ID00588965,20200102,TSKI00,PT.TUNAS SAMUDRA KURNIA,PT KALDU SARI NABATI INDONESIA,JKT,JKT,SGN,SGN,P,2
VN00519128,20200102,TSLV03,TSL NETWORKS VIETNAM,,HPH,HPH,INC,INC,C,1
VN00519130,20200102,TSLV03,TSL NETWORKS VIETNAM,,HPH,HPH,INC,INC,P,1
VN00519355,20200102,TSLV03,TSL NETWORKS VIETNAM,,HPH,HPH,INC,INC,C,1
MY00375910,20200102,TSMM03,TMI CONTAINER LINE SDN BHD,TBA,PKG,PKG,SHA,SHA,C,1
VN00519287,20200102,TSWV01,TRANS WAGON INT'L CO.,LTD,,SGN,SGN,INC,INC,C,5
ID00589070,20200102,TSXI00,PT.SUMBER UNTUNG TRANSINDO,ORIGINAL,SUB,SUB,SDJ,SDJ,P,2
ID00589027,20200102,TSXI15,PT.TRISURYA SEMPANA,PT.TRISURYA SEMPANA,SUB,SUB,INC,INC,C,2
TH00555337,20200102,TT021T,THAI UNION MANUFACTURING  CO.,LTD. ,OKEANOS FOOD CO.,LTD.,BKK,BKK,PUS,PUS,P,1
TH00555359,20200102,TT109T,THAI FLOUR INDUSTRY CO.,LTD. ,THAI FLOUR INDUSTRY CO LTD,BKK,BKK,NGO,NGO,P,2
TH00555318,20200102,TT109T,THAI FLOUR INDUSTRY CO.,LTD. ,THAI FLOUR INDUSTRY CO LTD,LKB,LCH,TYO,TYO,P,2
VN00519053,20200102,TTOV01,TTO SAI GON,,SGN,SGN,TAO,TAO,P,2
ID00588931,20200102,TUII01,PT.TRANS UTAMA INDOKARYA,PT. TRANS UTAMA INDOKARYA,JKT,JKT,INC,INC,P,1
ID00589024,20200102,TUII01,PT.TRANS UTAMA INDOKARYA,PT. TRANS UTAMA INDOKARYA,JKT,JKT,PUS,PUS,P,2
ID00588919,20200102,TUTI01,PT.TRANS UTAMA INDOKARYA,PT. TRANS UTAMA INDOKARYA,SUB,SUB,PUS,PUS,C,1
HK01069557,20200102,TVLH02,TRANS VAN LINE LIMITED,TRANS VAN LINE LTD.,HKG,HKG,BKK,BKK,P,1
HK01069549,20200102,TWLH00,TRANSWORLD LOGISTICS (HONG KONG) LIMITED,TRANSWORLD,HKG,HKG,SGN,SGN,P,1
HK01069552,20200102,TWLH00,TRANSWORLD LOGISTICS (HONG KONG) LIMITED,TRANSWORLD,HKG,HKG,SGN,SGN,P,1
VN00519257,20200102,TWTV01,TRANS WORLD LOGISTICS INT'L CO., LTD(T.W.T),,SGN,SGN,LCH,LCH,P,2
MY00375882,20200102,UANM10,UAN LOGISTICS SDN BHD,BEYOND,PKW,PKW,KHH,KHH,P,1
VN00519085,20200102,UGLV00,UNI -GLOBAL LOGISTICS JSC,,SGN,SGN,BKK,BKK,P,4
VN00519146,20200102,UGLV00,UNI -GLOBAL LOGISTICS JSC,,SGN,SGN,BKK,BKK,P,2
MY00375912,20200102,UILM01,UNIQUE INTERNATIONAL LOGISTICS (M) SDN BHD,RESPACK MFG SDN BHD,PEN,PEN,FKY,FKY,P,4
MY00375914,20200102,UILM01,UNIQUE INTERNATIONAL LOGISTICS (M) SDN BHD,RESPACK MFG SDN BHD,PEN,PEN,ISI,ISI,P,2
MY00375916,20200102,UILM01,UNIQUE INTERNATIONAL LOGISTICS (M) SDN BHD,RESPACK MFG SDN BHD,PEN,PEN,TYO,TYO,P,2
IN00236459,20200102,UL4501,UNICO LOGISTICS INDIA PVT LTD,UNICO LOGISTICS INDIA PVT LTD,NSA,NSA,PNC,PNC,C,1
HK01069466,20200102,USAH08,UPS SCS (ASIA) LIMITED,UPS SCS (ASIA) LTD,HKG,HKG,PUS,PUS,C,2
HK01069569,20200102,UTIH04,DSV AIR & SEA LTD,DSV AIR & SEA LIMITED,HKG,HKG,INC,INC,C,1
HK01069592,20200102,UTIH04,DSV AIR & SEA LTD,DSV AIR & SEA LIMITED,HKG,HKG,INC,INC,C,1
IN00236481,20200102,VAL101,VEDANTA ALUMINIUM LTD.,VEDANATA,VTZ,VTZ,PKW,PKW,P,18
VN00519093,20200102,VBKV01,VAN BAO KHOA GLOBAL LOGISTICS CO.,LTD,,SGN,SGN,XMN,XMN,P,2
VN00519145,20200102,VBKV01,VAN BAO KHOA GLOBAL LOGISTICS CO.,LTD,,SGN,SGN,XMN,XMN,P,6
HK01069381,20200102,VCGZ01,GUANGZHOU FOCUS GLOBAL LOGISTICS CORPORATION LTD.,GUANGZHOU FOCUS,NNS,NNS,JEA,JEA,P,2
IN00236453,20200102,VENDEL,VENUS FREIGHT LOGISTICS,DIWAKAR ENTERPRISES PVT LTD,REW,MUN,KAN,KAN,P,5
VN00519223,20200102,VETV00,VIET TRUST ENGINEERING & CONSTRUCTION CO., LTD,,HPH,HPH,XMN,XMN,P,1
HK01069634,20200102,VLHH01,VINPAC LINES (HONG KONG) LTD,VINPAC LINES (HONG KONG) LTD,HKG,HKG,KEL,KEL,P,2
SG00262067,20200102,VLSS03,VANGUARD LOGISTICS SERVICES (S) PTE LTD,VANGUARD,SIN,SIN,SHA,SHA,P,3
IN00236532,20200102,VS1200,VISHAL SHIPPING AGENCIES PVT LTD,AMBUJA SOLVEX,AMD,MUN,HKG,HKG,P,1
IN00236530,20200102,VS1200,VISHAL SHIPPING AGENCIES PVT LTD,AMBUJA SOLVEX,AMD,MUN,HKG,HKG,P,1
IN00236504,20200102,VS1200,VISHAL SHIPPING AGENCIES PVT LTD,AMBUJA INTERMADIATES,AMD,MUN,PNC,PNC,P,2
IN00236461,20200102,VS1200,VISHAL SHIPPING AGENCIES PVT LTD,KISCO INDIA PVT LTD,AMD,MUN,PNC,PNC,P,2
VN00519321,20200102,VSTV01,VSC SHIPPING COMPANY LIMITED-VS TRANS COMPANY LIMITED,,SGN,SGN,NGO,NGO,P,6
HK01069587,20200102,VTLH01,VINFLAIR SHIPPING LTD,VINFLAIR,HKG,HKG,HPH,HPH,P,3
MY00375783,20200102,VTZM01,HAYLOO LOGISTIC SDN BHD,CHH,PKG,PKG,KHI,KHI,P,10
MY00375784,20200102,VTZM01,HAYLOO LOGISTIC SDN BHD,CHH,PKG,PKG,KHI,KHI,P,10
MY00375791,20200102,VTZM01,HAYLOO LOGISTIC SDN BHD,CHH,PKW,PKW,KHI,KHI,P,10
MY00375793,20200102,VTZM01,HAYLOO LOGISTIC SDN BHD,CHH,PKW,PKW,KHI,KHI,P,10
MY00375790,20200102,VTZM01,HAYLOO LOGISTIC SDN BHD,CHH,PKW,PKW,KHI,KHI,P,10
MY00375777,20200102,VTZM01,HAYLOO LOGISTIC SDN BHD,CHH,PKW,PKW,KHI,KHI,P,10
VN00519366,20200102,WCLV02,WONCHANG LOGISTICS CO., LTD,,SGN,SGN,PUS,PUS,P,1
VN00519336,20200102,WCLV02,WONCHANG LOGISTICS CO., LTD,,SGN,SGN,PUS,PUS,P,1
HK01069607,20200102,WELH13,WEALTH EXPRESS (HK) LIMITED,WEALTH EXPRESS (HK) LTD.,HKG,HKG,BKK,BKK,C,3
ID00589011,20200102,WGLI00,PT.WINGS GLOBAL LOGISTICS,PT. WINGS GLOBAL LOGISTICS,JKT,JKT,INC,INC,C,1
ID00589007,20200102,WGLI00,PT.WINGS GLOBAL LOGISTICS,PT. WINGS GLOBAL LOGISTICS,JKT,JKT,INC,INC,P,1
ID00589094,20200102,WGLI00,PT.WINGS GLOBAL LOGISTICS,PT. WINGS GLOBAL LOGISTICS,JKT,JKT,SGN,SGN,P,1
HK01069444,20200102,WLGZ00,WORLDWIDE LOGISTICS CO., LTD. GUANGZHOU BRANCH,NEWTIME IMPORT & EXPORT CORPOR,BJO,BJO,PKG,PKG,P,8
MY00375862,20200102,WLMF01,WORLDLINK MARINE FREIGHT SDN BHD,WORLDLINK MARINE FREIGHT S/B,PEN,PEN,MIP,MIP,P,2
MY00375871,20200102,WSFM01,WLS SHIPPING & FORWARDING (M) S/B,EXCEL BIZ ,PKW,PKW,KAN,KAN,P,16
HK01069433,20200102,WSGZ06,SHENZHEN WISDOM SUPPLY CHAIN MANAGEMENT CO . ,LTD,HONGKONG VICROA CO., LIMITED,XON,XON,TKS,TKS,C,2
HK01069424,20200102,WTLH12,WING TRANS LOGISTICS (HK) LTD,WING TRANS LOGISITCS (HK) LTD.,HKG,HKG,JKT,JKT,P,1
HK01069599,20200102,WUSH01,WELL UNITED SHIPPING LTD.,WELL UNITED SHIPPING LTD,HKG,HKG,KNZ,KNZ,P,10
HK01069656,20200102,WUSH01,WELL UNITED SHIPPING LTD.,WELL UNITED SHIPPING LTD,HKG,HKG,SUB,SUB,P,10
VN00519300,20200102,WWLV01,WORLDWIDE LINK CO.,LTD,,SGN,SGN,HKG,HKG,P,2
SG00262099,20200102,YASS01,YUSEN LOGISTICS (SINGAPORE) PTE LTD,YUSEN LOGISTICS (S) PTE LTD,SIN,SIN,AXT,AXT,C,1
SG00262092,20200102,YASS01,YUSEN LOGISTICS (SINGAPORE) PTE LTD,YUSEN LOGISTICS (S) PTE LTD,SIN,SIN,MIZ,MIZ,C,1
SG00262094,20200102,YASS01,YUSEN LOGISTICS (SINGAPORE) PTE LTD,YUSEN LOGISTICS (S) PTE LTD,SIN,SIN,TMK,TMK,C,1
HK01069405,20200102,YJCH00,YJC HONG KONG LIMITED,YJC SZ,HKG,HKG,INC,INC,C,2
VN00519297,20200102,YJCV01,YJC (VIETNAM) CO.,  LTD,,SGN,SGN,JKT,JKT,P,5
ID00589060,20200102,YLII02,PT.YUSEN LOGISTICS INDONESIA,YUSEN LOGISTICS,JKT,JKT,YTN,YTN,P,3
ID00589063,20200102,YLII02,PT.YUSEN LOGISTICS INDONESIA,YUSEN LOGISTICS,JKT,JKT,YTN,YTN,P,3
ID00589061,20200102,YLII02,PT.YUSEN LOGISTICS INDONESIA,YUSEN LOGISTICS,JKT,JKT,YTN,YTN,P,3
VN00519381,20200102,YSNV05,YUSEN LOGISTICS SOLUTION (VIETNAM) CO., LTD,,HPH,HPH,INC,INC,P,6
VN00519317,20200102,YSNV05,YUSEN LOGISTICS SOLUTION (VIETNAM) CO., LTD,,HPH,HPH,PUS,PUS,C,2
VN00519320,20200102,YSNV05,YUSEN LOGISTICS SOLUTION (VIETNAM) CO., LTD,,HPH,HPH,PUS,PUS,C,2
ID00588972,20200102,ZMMA01,PT.ZIMMOAH TRANS,PT. ZIMMOAH MARINE TRANS,SUB,SUB,INC,INC,C,6
ID00589013,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,INC,INC,P,1
ID00588903,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,PNC,PNC,C,2
ID00588978,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT MULIAGLASS,JKT,JKT,PUS,PUS,C,13
ID00588905,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,PUS,PUS,C,1
ID00589010,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,PUS,PUS,P,4
ID00588960,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,PUS,PUS,P,1
ID00589041,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,SGN,SGN,P,2
ID00588969,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,SGN,SGN,P,1
ID00588967,20200102,ZMTI01,PT.ZIMMOAH MARINE TRANS,PT. ZIMMOAH MARINE TRANS,JKT,JKT,SGN,SGN,P,1
HK01069363,20200102,ZWGZ05,SINOTRANS GUANGXI CO.,LTD,GUIZHOU REDSTAR DEVELOPING IMP,FAN,FAN,KAN,KAN,P,5
VN00519479,20200103,3ASV01,AAAS LOGISTICS SERVICES CO.,LTD,,SGN,SGN,PUS,PUS,P,1
IN00236573,20200103,AARG00,AARTI INDUSTRIES LIMITED,AARTI INDUSTRIES LTD,NSA,NSA,INC,INC,P,1
IN00236574,20200103,AARG00,AARTI INDUSTRIES LIMITED,AARTI INDUSTRIES LTD,NSA,NSA,OSA,OSA,P,1
IN00236615,20200103,AARG00,AARTI INDUSTRIES LIMITED,AARTI INDUSTRIES LTD,NSA,NSA,PNC,PNC,P,1
IN00236645,20200103,AARG00,AARTI INDUSTRIES LIMITED,AARTI INDUSTRIES LTD,NSA,NSA,PNC,PNC,P,1
IN00236614,20200103,AARG00,AARTI INDUSTRIES LIMITED,AARTI INDUSTRIES LTD,NSA,NSA,PNC,PNC,P,1
VN00519689,20200103,ABKV01,ABK VINA INTERNATIONAL LOGISTICS CO.,LTD,,HPH,HPH,INC,INC,P,1
TH00555631,20200103,ABL15T,ABLE LOGISTICS CO.,LTD.,DACHENG,LCH,LCH,LUU,LUU,P,6
TH00555626,20200103,ABL15T,ABLE LOGISTICS CO.,LTD.,DACHENG,LCH,LCH,NBO,NBO,P,6
TH00555634,20200103,ABL15T,ABLE LOGISTICS CO.,LTD.,AMPACET THAILAND CO.,LTD,LCH,LCH,PUS,PUS,P,2
TH00555633,20200103,ACC04T,ACCESS TRANSPORT CORPORATION LIMITED,EVERLIGHT CANDLE (THAILAND)CO.,LTD,LCH,LCH,DLC,DLC,C,3
TH00555567,20200103,ACC05T,ACCORD PILOT LOGISTICS (THAILAND)  CO.,LTD.,MERCURY,BKK,BKK,SGN,SGN,P,1
TH00555553,20200103,ACC05T,ACCORD PILOT LOGISTICS (THAILAND)  CO.,LTD.,MERCURY,BKK,BKK,SGN,SGN,P,1
TH00555559,20200103,ACC05T,ACCORD PILOT LOGISTICS (THAILAND)  CO.,LTD.,MERCURY,BKK,BKK,SGN,SGN,P,1
TH00555562,20200103,ACC05T,ACCORD PILOT LOGISTICS (THAILAND)  CO.,LTD.,MERCURY,BKK,BKK,SGN,SGN,P,1
TH00555557,20200103,ACC05T,ACCORD PILOT LOGISTICS (THAILAND)  CO.,LTD.,MERCURY,BKK,BKK,SGN,SGN,P,1
